,CLIENT NAME,CLIENT_LOCATION,REVIEW_TITLE,REVIEW_PARAGRAPH,REVIEW_SCORE,CLIENT_REVIEW_COUNT
139,Stéphane Peigné,FR,Excellente expérience,"Ma console PS4 est tombée en panne. Je ne vois explique pas le drame à la maison. Le Papa (moi) en dépression, les enfants exclus de leurs cercles de copains et une maman qui... ben en fait c'est la seule qui trouvait ça bien.J'ai cherché autour de chez moi (Finistère) un réparateur. Rien. Il y en a même qui ont failli me faire une crise cardiaque quand je leur ai demandé s'ils reparaient les consoles.J'ai ensuite trouvé un article sur Gamefix. J'ai longtemps hésité car envoyer ma console à quelqu'un que je ne connais pas, sans vraiment savoir si ça existe bien, j'aime pas trop.J'ai tout de même demandé un devis. J'ai été rappelé rapidement et ai pu voir déjà le professionnalisme de mon interlocuteur. J'ai envoyé ma console pour un diagnostic. Très rapidement après qu'elle soit arrivée chez Gamefix, on m'a envoyé un SMS et un mail avec un devis. J'ai demandé à être rappeler pour en savoir plus. Ce qui a été fait aussi rapidement. On m'a tout expliqué très clairement, avec des conseils en plus.Enfin, une fois réglé la facture, ils m'ont renvoyé ma console réparée. Temps total: 1 semaine.Je ne vais pas aller jusqu'à dire ""vivement la prochaine fois"", mais si malheureusement elle retombe en panne, je sais vers qui me tourner.",Rated 5 out of 5 stars,1 review
140,Samy Mesbahi,FR,J’ai ramener ma PlayStation 4 car ma…,J’ai ramener ma PlayStation 4 car ma manette ne se connectais plus et donc il a réussi à régler le problème sans me demander de l’argent et rapidement,Rated 5 out of 5 stars,1 review
141,Sloryne Pagesy,FR,Équipe opérationnelle,Équipe opérationnelle. J'ai fait réparer la switch de mon fils.  Top je recommande,Rated 5 out of 5 stars,1 review
142,Alexandre Gopoulou,FR,Bon accueil,"Bon accueil, excellent choix ce magasin pour toute réparation.",Rated 5 out of 5 stars,1 review
143,PEKAKS,FR,Simple rapide et efficace,Simple rapide et efficace Service chaleureux Le personnel est super sympa Je le recommence très fortementIlyes.,Rated 5 out of 5 stars,1 review
144,quentin knoepfel,FR,Je me suis dirigé vers gamefix pour un…,"Je me suis dirigé vers gamefix pour un souci de connexion ps4, la carte bluetooth était obsolète et donc aucune possibilité de se connecter aux manettes donc ps4 inutilisable, un devis et un prix plus que convenablement ainsi qu'une livraison rapide . Je recommande juste à voir le résultat sur le long terme maintenant 🙏",Rated 5 out of 5 stars,2 reviews
145,vaubourg,FR,Super gamefix tres sérieux et tres…,Super gamefix tres sérieux et tres professionnel tres rapide je recommande les yeux fermer,Rated 5 out of 5 stars,1 review
146,Consumer,FR,La Nintendo 2DS XL,"La Nintendo 2DS XL, fonctionne de nouveau, réparation parfaite, merci l'équipe.À la prochaine.",Rated 5 out of 5 stars,2 reviews
147,Yannick Fairé,FR,Service rapide et sans aucun soucis,None,Rated 5 out of 5 stars,1 review
148,Sftr,FR,Un très bon service,Clair et précis,Rated 5 out of 5 stars,1 review
149,PICARD,PF,Pour ma part j’ai confié ma console à…,"Pour ma part j’ai confié ma console à l’équipe de Porte d’Italie. Impeccable. Ils sont sérieux, à l’écoute, professionnels, humains. J’ai pu récupérer la console 1 ou 2 jours après et actuellement je retelecharge rdr2. Ravi du service, je reconseille fortement.Merci :)",Rated 5 out of 5 stars,2 reviews
150,Rd,FR,Avis de cette boutique,"Je n'est toujours pas récupérer ma console, cependant je prend note le sérieux de cette boutique et la répartition très rapide de ma console (réparation en 1 journée ) prix  raisonnable ,je suis heureux d'avoir choisis cette boutique plutôt qu'une autre",Rated 5 out of 5 stars,1 review
151,Couchy damien,FR,R.A.S très bien,"R.A.S très bien,  acceuil magnifique, remplacement d'une pièce cassée hors devis gratuitement, je recommande...Bravo!!!",Rated 5 out of 5 stars,1 review
152,Nabil Messi,FR,Très bien mais...,"Réparation rapide et efficace, cependant manque d'information vis-à-vis du devis, qui je pense avec plus de renseignement sur les réparations exactes et le prix détaillés rendrait le tout parfait ! Néanmoins merci beaucoup, ma console re-fonctionne parfaitement",Rated 4 out of 5 stars,1 review
153,LETINEVEZ Nathalie,FR,Merci encore pour votre super accueil…,"Merci encore pour votre super accueil et votre professionnalisme Pas déçu pour l’instant, 2 fois que je viens pour une PlayStation et switch.Je recommanderai sans problème à mes proches",Rated 5 out of 5 stars,2 reviews
154,Cedric Bauer,FR,Tout c'est déroulé à merveille,Tout c'est déroulé à merveille. Panne eau réparé a moindre coût et rapidement. Merci,Rated 5 out of 5 stars,1 review
155,neswa neswa,FR,Accueille au top répartition très…,Accueille au top répartition très rapide deuxième fois que j emmène ma console et pas déçu je recommande,Rated 5 out of 5 stars,2 reviews
156,M.C,FR,Service rapide et sérieux.,Service rapide et sérieux.Parfait !,Rated 5 out of 5 stars,2 reviews
157,Catherine Da Silva,FR,Réparation de 2 consoles,"Réparation de 2 consoles, un casque et une manette. Service impeccable, très bon travail et rapidité d'exécution.",Rated 5 out of 5 stars,1 review
158,Seb Lagoutte,FR,Très bonne expérience,Très bonne expérience. 2 consoles réparées. Très bon accueil et explications claires. Je recommande.,Rated 5 out of 5 stars,1 review
159,Galewin,FR,Après un échange par mail et téléphone…,"Après un échange par mail et téléphone pour pousser quelques questions, ou j'ai très correctement était reçu, j'envoi une PlayStation Vita pour le changement d'un écran et de la coque arrière, tout deux fonctionnels mais avec des imperfections esthétiques.Une semaine après l'envoi, on me contacte par téléphone, le nouvel écran est dans un état impeccable, mais la nouvelle coque arrière présente des défauts, et on m'informe qu'ils préfèrent ne pas la changer afin d'éviter toute déception, très professionnel !Console expédié le lundi et réceptionné mercredi en point relais, état irréprochable de l'écran, et des joints de la console. Je n'ai rien dans cette expérience qui serait a amélioré !",Rated 5 out of 5 stars,1 review
160,Emilie,FR,Je recommande service excellent,Super Rapide et console qui refonctionne!! Merci beaucoup cela nous aura évité d en acheter une neuve!!,Rated 5 out of 5 stars,1 review
161,Shazad,FR,Rien a dire au top!,"Rien a dire, au top très rapide et travail de qualité.",Rated 5 out of 5 stars,1 review
162,Nicolas,FR,Problème de connexion manettes sur PS4,"Problème de connexion manettes sur PS4. Après avoir tout testé et essayé j'ai contacté gamefix qui a diagnostiqué la puce Bluetooth défectueuse au vu de mes essais.Console renvoyée le samedi, arrivée ai magasin le mardi, diagnostic confirmé par SMS à 21h40 ! J'ai validé la réparation par paiement CB, le mercredi la console repartait réparée pour arriver le vendredi en point relaisChapeau bas pour l'efficacité !Et bien sûr tout fonctionne",Rated 5 out of 5 stars,1 review
163,Nath S,FR,Réparation rapide et bon suivi,Expertise rapide et devis conforme réparation rapide et information et suivi par mail top je recommande 100%,Rated 5 out of 5 stars,1 review
164,IME,FR,super,"super, instructions claires et précises, diagnostic rapide,respect des delais, bonne communication et produit reparé au retour. je recommande",Rated 5 out of 5 stars,5 reviews
165,rémy Aboudou,FR,Un grand merci,"Un grand merci, un problème de console tout type, je vous recommande G2G.Une analyse avec explication compréhensible, un accueil sympa et un délais respecté ce qui est rare.Un forfait qui vous arrange plus que autre choses et une réparation qui surpasse vos demande, rien à dire ma console fesait un bruit de machine à laver, aujourd'hui je la branche sur vaugard pas un bruit alors que le problème était l'hdmi des magiciens",Rated 5 out of 5 stars,1 review
166,Théo,FR,Pas possible d’être plus satisfait,"Je ne peux pas être plus satisfait. J’ai donné ma Switch pour un problème d’écran, le connecteur LCD était cassé. Je les ai contacté et j’ai donné ma Switch. Au final, il y avait d’autres problèmes. Ils les ont résolus, ont fait un forfait pour ces réparations, et m’ont même fait un prix car je suis étudiant et que c’était compliqué pour moi de payer.Je recommande +++++, cette expérience était excellente. Je reviendrai sans hésiter, et invite toute personne cherchant une réparation de matériel de jeux vidéos.",Rated 5 out of 5 stars,2 reviews
167,Diane,FR,Je recommande +++,Mais quel suivi ❤️ Quelle prise en charge❤️ Quelle rapidité ! La facture est au prix du devis annoncé Je recommande à 200%,Rated 5 out of 5 stars,3 reviews
168,Sbo,FR,Le devis est en adéquation avec le…,"Le devis est en adéquation avec le montant de la réparation, cette dernière a été traité rapidement, en moins d'une semaine la console était de retour à la maison et fonctionne à merveille.Très bon travail de la part de GAMEFIX.Pas de mauvaises surprises . . .Je recommande.",Rated 5 out of 5 stars,2 reviews
169,Duc Tommy Manolo Girard,FR,Merci un peu cher mais on attend que 3…,Merci un peu cher mais on attend que 3 jours pour récupérer la play service impeccable très professionnel,Rated 5 out of 5 stars,1 review
170,Ophelie Fhal,FR,Super problème avec switch qui a été…,Super problème avec switch qui a été réparé en seulement deux jours merci beaucoup pour votre professionnalisme !! J’hésiterai pas à vous recommander,Rated 5 out of 5 stars,1 review
171,Marvin Blouin,FR,Réparation PS4 d'occasion,"Réparation très rapide d'une PS4 d'occasion. Gamefix a été très rassurant dans les procédures de réparation, en signalant toutes les pannes possible à la suite de celle du câble HDMI, et prêt a me proposer immédiatement des réparations pour celles-ci, ce qui aurait éviter de nombreuses complications.Heureusement, seul le câble HDMI faisait défaut. Mais ce côté prévenant était très appréciable, merci.",Rated 5 out of 5 stars,2 reviews
172,Walid El gharbi,FR,Au top,"Au top, personnel très sympa et flexiblePS4 disponible dès le lendemain, merci à l'équipe !",Rated 5 out of 5 stars,1 review
173,Mery,FR,Rien à dire,"Rien à dire, très pro et super rapide. J'ai envoyé ma PS4 le lundi avec un problème de HDMI. Envoyée le lundi revenue réparée le samedi, ça aura duré moins d'une semaine au final. Elle fonctionne à merveille et ils ont bien respecté l'instruction que j'avais donné de ne pas mettre à jour la console.Je ferai à nouveau appel à eux si besoin !",Rated 5 out of 5 stars,1 review
174,Anaïs Leblond,FR,Rapide,"Rapide, professionnels, à l'écoute du client, joignable par téléphone ... P.A.R.F.A.I.T, je recommande à 1000% !",Rated 5 out of 5 stars,1 review
175,Hugo Rothier,FR,Très satisfait de Gamefix,Très safisfait de Gamefix. J'ai envoyé ma switch à Gamefix pour réparer le lecteur de carte et en moins d'une semaine elle m'a été livré. Merci beaucoup !,Rated 5 out of 5 stars,2 reviews
176,Yin Severine,FR,Merci!,Merci à Gamefix pour leur intervention rapide et efficace. Je recommande sans hésiter !!!,Rated 5 out of 5 stars,1 review
177,Gomis,FR,Très satisfait de la réparation de mon…,Très satisfait de la réparation de mon problème de circuit HDMI.délai de 7 jours annoncé console réparée en 48h merci la team Gamefix !!,Rated 5 out of 5 stars,1 review
178,Titibatman,FR,Première experience avec Gamefix pour…,"Première experience avec Gamefix pour un problème sur une console,devis reçu très rapidement ainsi que les réparations et en une semaine envoi plus retour de la console parfaitement réparée donc je recommande sans hésitation l'équipe de Gamefix.",Rated 5 out of 5 stars,1 review
179,RICHARD MILLE,FR,Problème HDMI sur Xbox One S,Problème HDMI sur Xbox One S. Le réparateur local me dit que ce n'est pas réparable et me conseille l'achat d'une autre console d'occasion ou l'échange chez Microsoft pour 176€. Gamefix a effectué la réparation pour 89€ et a sauvé une console destinée à la déchetterie. La planète dit merci.,Rated 5 out of 5 stars,8 reviews
180,Bernard Gournay,FR,réparation,"Réparation faite très rapidement et au juste prix. Equipe très sérieuse, je recommande",Rated 5 out of 5 stars,1 review
181,Nicolas TUNICA,FR,Très bien réactif et repararion très…,Très bien réactif et repararion très rapide. Je recommande.,Rated 5 out of 5 stars,1 review
182,Corentin Guillet,FR,Réparation rapide et efficace !,Réparation XBOX ONE X rapide et efficace !,Rated 5 out of 5 stars,1 review
183,David Charlut,FR,Réparation switch,Evaluation de la panne et réparation rapide Je recommande vivement et n'hésiterai pas pour mes futures réparations a leur faire confiance une nouvelle fois .,Rated 5 out of 5 stars,1 review
184,Youcef YOUCEF,FR,Très satisfait,"Très satisfait. Après un devis de réparation chez la FNAC,extrêmement élevé dépassant même le prix d'une switch neuve, on m'a orienté vers game2game de Kremlin Bicetre et on m'a bien reçu. Ma nintendo est réparée au bout de 2 jours et on m'a même fait une  petite remise. Je recommande",Rated 5 out of 5 stars,1 review
185,Bbsch,ES,Je sais pas trop quoi dire à part que…,Je sais pas trop quoi dire à part que je suis venu pour un soucie avec  ma switch là réparation à étais rapide très rapide le service 5etoile a l’écoute du client je recommande vraiment Pour tout problème de console de plus il ont ds jeu en occasion dés manette le top comme boutique je voudrais vraiment porter une attention à la personne qui m’a remis la console tu est formidable super gentille l’accueil magnifique le service idem merci à toi et ton équipe pour ceux qui hésite encore arrêtez tout suite et foncé,Rated 5 out of 5 stars,1 review
186,Fayçal Moussa,FR,Sa etait parfait je recommande,None,Rated 5 out of 5 stars,1 review
187,Cyrille de Canson,FR,Super rapide et efficace,None,Rated 5 out of 5 stars,1 review
188,Karine Montrichard,FR,"Très satisfaite, je recommande","Je suis très satisfaite de leur travail.au début j'ai eu un peu peur d'envoyer la console mais ensuite on reçoit un mail pour le suivi de réparation. On se rend compte que c'est fiable.retour de la console, paquet bien protégé,  tout est parfait.console réparée !! Merci.je recommande fortement.",Rated 5 out of 5 stars,1 review
